NAME,MEDIAN_INCOME,BACHELORS_PERCENT,POPULATION,UNEMPLOYMENT_RATE,ZIP_CODE
ZCTA5 00601,17526.0,1773.0,16834.0,1358.0,00601
ZCTA5 00602,20260.0,4767.0,37642.0,936.0,00602
ZCTA5 00603,17703.0,6001.0,49075.0,2594.0,00603
ZCTA5 00606,19603.0,287.0,5590.0,83.0,00606
ZCTA5 00610,22796.0,3199.0,25542.0,791.0,00610
ZCTA5 00611,22525.0,179.0,1315.0,119.0,00611
ZCTA5 00612,22305.0,9930.0,63312.0,4034.0,00612
ZCTA5 00616,23652.0,1329.0,9625.0,592.0,00616
ZCTA5 00617,20328.0,2960.0,22573.0,1295.0,00617
ZCTA5 00622,22818.0,956.0,7577.0,411.0,00622
ZCTA5 00623,23132.0,6425.0,39406.0,2220.0,00623
ZCTA5 00624,20101.0,3202.0,21648.0,807.0,00624
ZCTA5 00627,23263.0,3630.0,32733.0,617.0,00627
ZCTA5 00631,15658.0,273.0,1431.0,76.0,00631
ZCTA5 00636,-666666666.0,102.0,1057.0,0.0,00636
ZCTA5 00637,20568.0,3310.0,22882.0,773.0,00637
ZCTA5 00638,19796.0,1663.0,17605.0,933.0,00638
ZCTA5 00641,17673.0,3093.0,24299.0,2307.0,00641
ZCTA5 00646,31330.0,5841.0,35926.0,2051.0,00646
ZCTA5 00647,17143.0,434.0,4702.0,398.0,00647
ZCTA5 00650,20363.0,1625.0,13767.0,1454.0,00650
ZCTA5 00652,26148.0,672.0,3924.0,170.0,00652
ZCTA5 00653,13777.0,639.0,8980.0,962.0,00653
ZCTA5 00656,21456.0,2475.0,18121.0,1150.0,00656
ZCTA5 00659,23899.0,5857.0,37066.0,853.0,00659
ZCTA5 00660,22556.0,2671.0,15483.0,991.0,00660
ZCTA5 00662,20283.0,5882.0,40480.0,897.0,00662
ZCTA5 00664,17966.0,1669.0,14967.0,880.0,00664
ZCTA5 00667,16889.0,2824.0,23370.0,1668.0,00667
ZCTA5 00669,18838.0,2967.0,27529.0,1054.0,00669
ZCTA5 00670,16644.0,913.0,8746.0,200.0,00670
ZCTA5 00674,20088.0,5110.0,39385.0,2390.0,00674
ZCTA5 00676,20160.0,4663.0,36683.0,2988.0,00676
ZCTA5 00677,26404.0,2152.0,15304.0,342.0,00677
ZCTA5 00678,19558.0,2815.0,25039.0,492.0,00678
ZCTA5 00680,16535.0,5398.0,43173.0,3332.0,00680
ZCTA5 00682,17385.0,3724.0,30414.0,2716.0,00682
ZCTA5 00683,18132.0,3813.0,29547.0,543.0,00683
ZCTA5 00685,17481.0,4720.0,40346.0,1968.0,00685
ZCTA5 00687,22282.0,2995.0,28659.0,1698.0,00687
ZCTA5 00688,17273.0,1417.0,11478.0,688.0,00688
ZCTA5 00690,23343.0,860.0,5781.0,177.0,00690
ZCTA5 00692,25289.0,3764.0,33302.0,2875.0,00692
ZCTA5 00693,23791.0,7751.0,55570.0,3485.0,00693
ZCTA5 00694,-666666666.0,0.0,98.0,0.0,00694
ZCTA5 00698,19818.0,5212.0,33506.0,1540.0,00698
ZCTA5 00703,23045.0,2690.0,24475.0,524.0,00703
ZCTA5 00704,19845.0,757.0,6831.0,96.0,00704
ZCTA5 00705,22679.0,2740.0,24401.0,540.0,00705
ZCTA5 00707,21765.0,744.0,10487.0,743.0,00707
ZCTA5 00714,18496.0,2249.0,15797.0,487.0,00714
ZCTA5 00715,16250.0,110.0,2040.0,0.0,00715
ZCTA5 00716,20184.0,4967.0,27166.0,1012.0,00716
ZCTA5 00717,14164.0,2440.0,15029.0,804.0,00717
ZCTA5 00718,20414.0,2771.0,23289.0,756.0,00718
ZCTA5 00719,20533.0,3049.0,29523.0,1747.0,00719
ZCTA5 00720,16751.0,2078.0,20816.0,1256.0,00720
ZCTA5 00723,20967.0,1571.0,15978.0,646.0,00723
ZCTA5 00725,25786.0,12155.0,77244.0,3730.0,00725
ZCTA5 00727,33678.0,10298.0,53258.0,1385.0,00727
ZCTA5 00728,21239.0,5588.0,38590.0,1032.0,00728
ZCTA5 00729,26978.0,6430.0,47826.0,3417.0,00729
ZCTA5 00730,17517.0,4613.0,32267.0,1842.0,00730
ZCTA5 00731,16944.0,1329.0,10473.0,243.0,00731
ZCTA5 00735,23125.0,1503.0,11164.0,464.0,00735
ZCTA5 00736,27158.0,6694.0,45867.0,1055.0,00736
ZCTA5 00738,24643.0,5124.0,30093.0,2933.0,00738
ZCTA5 00739,24887.0,4830.0,34678.0,741.0,00739
ZCTA5 00740,18784.0,293.0,2034.0,155.0,00740
ZCTA5 00741,23821.0,464.0,3627.0,128.0,00741
ZCTA5 00745,26189.0,7210.0,47494.0,3727.0,00745
ZCTA5 00751,20241.0,2162.0,19570.0,406.0,00751
ZCTA5 00754,19528.0,3543.0,36576.0,1062.0,00754
ZCTA5 00757,22764.0,2957.0,20048.0,682.0,00757
ZCTA5 00765,17062.0,406.0,8199.0,314.0,00765
ZCTA5 00766,22511.0,2749.0,22053.0,1084.0,00766
ZCTA5 00767,20126.0,3395.0,30779.0,1086.0,00767
ZCTA5 00769,20236.0,4608.0,34374.0,869.0,00769
ZCTA5 00771,23343.0,4872.0,34964.0,1250.0,00771
ZCTA5 00772,17209.0,1338.0,17316.0,1896.0,00772
ZCTA5 00773,22585.0,2065.0,17716.0,1630.0,00773
ZCTA5 00775,25483.0,116.0,1186.0,19.0,00775
ZCTA5 00777,26052.0,4557.0,37726.0,2205.0,00777
ZCTA5 00778,39484.0,6847.0,40476.0,2883.0,00778
ZCTA5 00780,26075.0,1959.0,13908.0,615.0,00780
ZCTA5 00782,16221.0,1707.0,18639.0,898.0,00782
ZCTA5 00783,21701.0,3929.0,34205.0,1821.0,00783
ZCTA5 00784,19199.0,4045.0,35917.0,690.0,00784
ZCTA5 00786,-666666666.0,0.0,154.0,0.0,00786
ZCTA5 00791,26002.0,5858.0,46537.0,1169.0,00791
ZCTA5 00794,21278.0,3713.0,28335.0,1496.0,00794
ZCTA5 00795,22579.0,6081.0,42900.0,3125.0,00795
ZCTA5 00901,27926.0,1457.0,8220.0,420.0,00901
ZCTA5 00906,-666666666.0,8.0,148.0,0.0,00906
ZCTA5 00907,40293.0,4358.0,16607.0,645.0,00907
ZCTA5 00909,25778.0,909.0,5260.0,336.0,00909
ZCTA5 00911,38125.0,1803.0,7087.0,430.0,00911
ZCTA5 00912,27026.0,1263.0,5955.0,347.0,00912
ZCTA5 00913,6449.0,713.0,7068.0,850.0,00913
ZCTA5 00915,12963.0,1942.0,24713.0,2489.0,00915
ZCTA5 00917,17086.0,2547.0,18544.0,1769.0,00917
ZCTA5 00918,35000.0,4267.0,15976.0,962.0,00918
ZCTA5 00920,28562.0,3516.0,17293.0,756.0,00920
ZCTA5 00921,21419.0,4935.0,33555.0,2614.0,00921
ZCTA5 00923,18389.0,2807.0,24760.0,2561.0,00923
ZCTA5 00924,21046.0,6650.0,47080.0,3884.0,00924
ZCTA5 00925,13016.0,913.0,5556.0,387.0,00925
ZCTA5 00926,38432.0,21123.0,93751.0,4650.0,00926
ZCTA5 00927,40213.0,3950.0,13766.0,576.0,00927
ZCTA5 00934,-666666666.0,30.0,128.0,34.0,00934
ZCTA5 00949,31500.0,11075.0,68031.0,3215.0,00949
ZCTA5 00950,-666666666.0,0.0,0.0,0.0,00950
ZCTA5 00951,21354.0,28.0,298.0,5.0,00951
ZCTA5 00952,19392.0,819.0,8168.0,491.0,00952
ZCTA5 00953,32957.0,9828.0,66079.0,2547.0,00953
ZCTA5 00956,27243.0,10256.0,65841.0,2391.0,00956
ZCTA5 00957,28240.0,6754.0,41009.0,1316.0,00957
ZCTA5 00959,31603.0,8912.0,47721.0,1822.0,00959
ZCTA5 00960,-666666666.0,71.0,3405.0,1.0,00960
ZCTA5 00961,34141.0,5572.0,29271.0,1767.0,00961
ZCTA5 00962,18478.0,1825.0,19614.0,1123.0,00962
ZCTA5 00965,15872.0,418.0,5148.0,249.0,00965
ZCTA5 00966,51732.0,5090.0,16451.0,743.0,00966
ZCTA5 00968,55132.0,1318.0,3554.0,17.0,00968
ZCTA5 00969,55929.0,10815.0,41784.0,1546.0,00969
ZCTA5 00971,31484.0,4299.0,26430.0,1134.0,00971
ZCTA5 00976,35661.0,12162.0,61638.0,2078.0,00976
ZCTA5 00979,34705.0,4258.0,16890.0,918.0,00979
ZCTA5 00982,24244.0,2335.0,13876.0,1117.0,00982
ZCTA5 00983,30595.0,5389.0,31816.0,2039.0,00983
ZCTA5 00985,33270.0,5322.0,32265.0,2032.0,00985
ZCTA5 00987,36396.0,10856.0,54109.0,2865.0,00987
ZCTA5 01001,73398.0,2676.0,16045.0,474.0,01001
ZCTA5 01002,74265.0,2852.0,22992.0,793.0,01002
ZCTA5 01003,-666666666.0,4.0,11989.0,757.0,01003
ZCTA5 01005,97409.0,564.0,4837.0,86.0,01005
ZCTA5 01007,99500.0,2605.0,15368.0,182.0,01007
ZCTA5 01008,93405.0,193.0,1231.0,3.0,01008
ZCTA5 01009,68510.0,167.0,699.0,21.0,01009
ZCTA5 01010,88438.0,820.0,3699.0,56.0,01010
ZCTA5 01011,80640.0,74.0,1318.0,14.0,01011
ZCTA5 01012,73906.0,29.0,440.0,0.0,01012
ZCTA5 01013,62000.0,2302.0,22895.0,832.0,01013
ZCTA5 01020,67617.0,3191.0,30417.0,834.0,01020
ZCTA5 01022,52207.0,322.0,2144.0,70.0,01022
ZCTA5 01026,83875.0,226.0,1073.0,3.0,01026
ZCTA5 01027,69337.0,3014.0,17711.0,508.0,01027
ZCTA5 01028,100610.0,2798.0,16273.0,262.0,01028
ZCTA5 01029,93125.0,92.0,527.0,7.0,01029
ZCTA5 01030,87324.0,1773.0,12561.0,335.0,01030
ZCTA5 01031,51250.0,115.0,1697.0,7.0,01031
ZCTA5 01032,88077.0,101.0,484.0,0.0,01032
ZCTA5 01033,102248.0,1114.0,6096.0,123.0,01033
ZCTA5 01034,104583.0,352.0,2065.0,67.0,01034
ZCTA5 01035,112450.0,1466.0,5295.0,103.0,01035
ZCTA5 01036,110320.0,809.0,4966.0,187.0,01036
ZCTA5 01037,78047.0,127.0,582.0,0.0,01037
ZCTA5 01038,103125.0,634.0,2469.0,51.0,01038
ZCTA5 01039,109167.0,370.0,1728.0,65.0,01039
ZCTA5 01040,49007.0,3618.0,38210.0,1135.0,01040
ZCTA5 01050,84333.0,432.0,2714.0,44.0,01050
ZCTA5 01053,60875.0,424.0,1885.0,86.0,01053
ZCTA5 01054,105833.0,306.0,1793.0,66.0,01054
ZCTA5 01056,76395.0,2783.0,20883.0,442.0,01056
ZCTA5 01057,85614.0,1068.0,8215.0,345.0,01057
ZCTA5 01060,79604.0,3341.0,14724.0,502.0,01060
ZCTA5 01062,87409.0,1896.0,9491.0,162.0,01062
ZCTA5 01063,-666666666.0,0.0,2089.0,96.0,01063
ZCTA5 01066,20202.0,13.0,134.0,0.0,01066
ZCTA5 01068,93906.0,297.0,1585.0,27.0,01068
ZCTA5 01069,71439.0,1074.0,8516.0,159.0,01069
ZCTA5 01070,60313.0,93.0,571.0,5.0,01070
ZCTA5 01071,105417.0,181.0,1259.0,11.0,01071
ZCTA5 01072,99000.0,362.0,1413.0,67.0,01072
ZCTA5 01073,114531.0,1179.0,6185.0,63.0,01073
ZCTA5 01074,88190.0,47.0,694.0,69.0,01074
ZCTA5 01075,92740.0,3047.0,17115.0,353.0,01075
ZCTA5 01077,106779.0,1305.0,9244.0,162.0,01077
ZCTA5 01079,-666666666.0,63.0,640.0,27.0,01079
ZCTA5 01080,89335.0,221.0,2674.0,94.0,01080
ZCTA5 01081,88636.0,197.0,1716.0,25.0,01081
ZCTA5 01082,66607.0,1375.0,10533.0,446.0,01082
ZCTA5 01083,87511.0,375.0,2539.0,168.0,01083
ZCTA5 01084,86538.0,27.0,99.0,0.0,01084
ZCTA5 01085,78901.0,5937.0,41592.0,899.0,01085
ZCTA5 01088,51591.0,39.0,725.0,42.0,01088
ZCTA5 01089,67297.0,4638.0,28755.0,933.0,01089
ZCTA5 01092,69048.0,255.0,1428.0,159.0,01092
ZCTA5 01093,130781.0,44.0,145.0,3.0,01093
ZCTA5 01094,87188.0,6.0,44.0,0.0,01094
ZCTA5 01095,126689.0,2879.0,14673.0,90.0,01095
ZCTA5 01096,106250.0,518.0,2516.0,34.0,01096
ZCTA5 01097,-666666666.0,0.0,36.0,0.0,01097
ZCTA5 01098,91181.0,200.0,951.0,15.0,01098
ZCTA5 01103,21288.0,361.0,2245.0,67.0,01103
ZCTA5 01104,47413.0,1168.0,22606.0,1119.0,01104
ZCTA5 01105,23948.0,246.0,12045.0,565.0,01105
ZCTA5 01106,137597.0,3701.0,16019.0,476.0,01106
ZCTA5 01107,30825.0,522.0,12443.0,766.0,01107
ZCTA5 01108,48465.0,1912.0,26198.0,1130.0,01108
ZCTA5 01109,42928.0,1980.0,31301.0,1272.0,01109
ZCTA5 01118,78354.0,1881.0,15112.0,418.0,01118
ZCTA5 01119,54326.0,1038.0,14182.0,185.0,01119
ZCTA5 01128,77050.0,369.0,3063.0,83.0,01128
ZCTA5 01129,80352.0,917.0,6486.0,181.0,01129
ZCTA5 01144,-666666666.0,0.0,0.0,0.0,01144
ZCTA5 01151,51410.0,815.0,9467.0,278.0,01151
ZCTA5 01201,67262.0,6799.0,45188.0,1687.0,01201
ZCTA5 01220,54677.0,1178.0,8149.0,259.0,01220
ZCTA5 01222,78077.0,127.0,623.0,37.0,01222
ZCTA5 01223,79226.0,415.0,2565.0,38.0,01223
ZCTA5 01224,-666666666.0,0.0,124.0,0.0,01224
ZCTA5 01225,72485.0,514.0,3239.0,101.0,01225
ZCTA5 01226,76198.0,1046.0,6332.0,124.0,01226
ZCTA5 01229,-666666666.0,30.0,125.0,0.0,01229
ZCTA5 01230,73884.0,1698.0,9095.0,151.0,01230
ZCTA5 01235,71641.0,255.0,2461.0,50.0,01235
ZCTA5 01236,113958.0,381.0,1625.0,32.0,01236
ZCTA5 01237,86300.0,364.0,2451.0,33.0,01237
ZCTA5 01238,77679.0,965.0,5928.0,120.0,01238
ZCTA5 01240,82578.0,1168.0,4922.0,143.0,01240
ZCTA5 01242,-666666666.0,22.0,255.0,71.0,01242
ZCTA5 01243,79167.0,33.0,135.0,1.0,01243
ZCTA5 01244,56842.0,25.0,158.0,0.0,01244
ZCTA5 01245,111354.0,119.0,828.0,29.0,01245
ZCTA5 01247,53692.0,1567.0,15279.0,391.0,01247
ZCTA5 01253,102596.0,168.0,818.0,51.0,01253
ZCTA5 01254,91667.0,270.0,961.0,9.0,01254
ZCTA5 01255,73958.0,76.0,931.0,14.0,01255
ZCTA5 01256,54219.0,76.0,620.0,20.0,01256
ZCTA5 01257,78940.0,290.0,2230.0,25.0,01257
ZCTA5 01258,117917.0,54.0,188.0,5.0,01258
ZCTA5 01259,120568.0,81.0,733.0,20.0,01259
ZCTA5 01260,-666666666.0,0.0,20.0,0.0,01260
ZCTA5 01262,75804.0,259.0,1785.0,75.0,01262
ZCTA5 01264,78750.0,53.0,207.0,2.0,01264
ZCTA5 01266,85714.0,243.0,952.0,26.0,01266
ZCTA5 01267,101823.0,1060.0,8142.0,61.0,01267
ZCTA5 01270,100833.0,179.0,999.0,14.0,01270
ZCTA5 01301,53536.0,2873.0,17880.0,452.0,01301
ZCTA5 01330,80560.0,331.0,1607.0,92.0,01330
ZCTA5 01331,66985.0,1421.0,13845.0,558.0,01331
ZCTA5 01337,79000.0,402.0,2470.0,54.0,01337
ZCTA5 01338,56250.0,0.0,65.0,0.0,01338
ZCTA5 01339,69500.0,254.0,1396.0,41.0,01339
ZCTA5 01340,74632.0,257.0,1890.0,41.0,01340
ZCTA5 01341,92500.0,316.0,1620.0,40.0,01341
ZCTA5 01342,99583.0,142.0,1321.0,23.0,01342
ZCTA5 01343,76250.0,14.0,167.0,0.0,01343
ZCTA5 01344,70560.0,194.0,1631.0,49.0,01344
ZCTA5 01346,105944.0,97.0,409.0,8.0,01346
ZCTA5 01347,74712.0,63.0,197.0,0.0,01347
ZCTA5 01349,70240.0,31.0,764.0,12.0,01349
ZCTA5 01350,-666666666.0,4.0,103.0,4.0,01350
ZCTA5 01351,96389.0,480.0,2741.0,55.0,01351
ZCTA5 01354,79135.0,431.0,1747.0,50.0,01354
ZCTA5 01355,76739.0,158.0,1009.0,12.0,01355
ZCTA5 01360,94775.0,510.0,2871.0,63.0,01360
ZCTA5 01364,55773.0,628.0,7643.0,317.0,01364
ZCTA5 01366,104205.0,188.0,1177.0,20.0,01366
ZCTA5 01367,78125.0,62.0,504.0,4.0,01367
ZCTA5 01368,98542.0,156.0,1455.0,38.0,01368
ZCTA5 01370,74680.0,843.0,3713.0,102.0,01370
ZCTA5 01373,96546.0,840.0,4921.0,130.0,01373
ZCTA5 01375,59185.0,729.0,3658.0,212.0,01375
ZCTA5 01376,53671.0,574.0,4868.0,138.0,01376
ZCTA5 01378,89643.0,177.0,814.0,29.0,01378
ZCTA5 01379,66290.0,167.0,779.0,36.0,01379
ZCTA5 01380,-666666666.0,7.0,25.0,0.0,01380
ZCTA5 01420,65599.0,4537.0,41661.0,1789.0,01420
ZCTA5 01430,111801.0,1089.0,6457.0,125.0,01430
ZCTA5 01431,105750.0,546.0,3187.0,97.0,01431
ZCTA5 01432,99375.0,1446.0,8118.0,296.0,01432
ZCTA5 01434,106875.0,251.0,1763.0,5.0,01434
ZCTA5 01436,90225.0,361.0,3694.0,202.0,01436
ZCTA5 01438,83953.0,38.0,385.0,0.0,01438
ZCTA5 01440,57289.0,2130.0,21231.0,651.0,01440
ZCTA5 01450,186750.0,2525.0,11212.0,295.0,01450
ZCTA5 01451,199191.0,1538.0,5362.0,139.0,01451
ZCTA5 01452,114922.0,612.0,4338.0,87.0,01452
ZCTA5 01453,75954.0,6737.0,43550.0,1385.0,01453
ZCTA5 01460,151488.0,1950.0,10084.0,302.0,01460
ZCTA5 01462,106473.0,2149.0,11765.0,508.0,01462
ZCTA5 01463,124052.0,2092.0,11667.0,252.0,01463
ZCTA5 01464,114118.0,1190.0,7092.0,177.0,01464
ZCTA5 01468,106581.0,698.0,4009.0,87.0,01468
ZCTA5 01469,100402.0,1403.0,7168.0,177.0,01469
ZCTA5 01473,95674.0,1325.0,8220.0,170.0,01473
ZCTA5 01474,117109.0,278.0,1902.0,122.0,01474
ZCTA5 01475,85379.0,1058.0,10180.0,373.0,01475
ZCTA5 01501,101992.0,2933.0,16763.0,390.0,01501
ZCTA5 01503,123077.0,891.0,3514.0,95.0,01503
ZCTA5 01504,95132.0,1547.0,9195.0,182.0,01504
ZCTA5 01505,133292.0,1156.0,4855.0,98.0,01505
ZCTA5 01506,71122.0,463.0,3443.0,80.0,01506
ZCTA5 01507,113896.0,2077.0,13338.0,311.0,01507
ZCTA5 01510,89888.0,2492.0,15347.0,402.0,01510
ZCTA5 01515,77122.0,307.0,2120.0,69.0,01515
ZCTA5 01516,138276.0,1745.0,9213.0,301.0,01516
ZCTA5 01518,102500.0,396.0,3047.0,163.0,01518
ZCTA5 01519,144452.0,1994.0,7634.0,184.0,01519
ZCTA5 01520,141508.0,3616.0,16893.0,469.0,01520
ZCTA5 01521,81250.0,429.0,2585.0,92.0,01521
ZCTA5 01522,116894.0,596.0,2890.0,80.0,01522
ZCTA5 01523,111506.0,2070.0,8395.0,437.0,01523
ZCTA5 01524,88933.0,737.0,6077.0,117.0,01524
ZCTA5 01525,-666666666.0,0.0,31.0,0.0,01525
ZCTA5 01527,109119.0,1883.0,13852.0,378.0,01527
ZCTA5 01529,95144.0,490.0,3176.0,54.0,01529
ZCTA5 01531,99318.0,175.0,984.0,15.0,01531
ZCTA5 01532,160801.0,3516.0,15647.0,451.0,01532
ZCTA5 01534,123370.0,1023.0,5893.0,231.0,01534
ZCTA5 01535,80380.0,622.0,4750.0,111.0,01535
ZCTA5 01536,103793.0,1227.0,7282.0,227.0,01536
ZCTA5 01537,67750.0,303.0,1935.0,2.0,01537
ZCTA5 01540,100757.0,1249.0,11420.0,335.0,01540
ZCTA5 01541,163750.0,962.0,3497.0,35.0,01541
ZCTA5 01542,106719.0,264.0,2815.0,0.0,01542
ZCTA5 01543,150685.0,1530.0,9102.0,111.0,01543
ZCTA5 01545,127088.0,8322.0,38734.0,681.0,01545
ZCTA5 01550,55182.0,1402.0,17669.0,838.0,01550
ZCTA5 01560,94464.0,844.0,4734.0,155.0,01560
ZCTA5 01561,-666666666.0,0.0,0.0,0.0,01561
ZCTA5 01562,76225.0,1368.0,11955.0,409.0,01562
ZCTA5 01564,131058.0,1970.0,8053.0,199.0,01564
ZCTA5 01566,122844.0,1221.0,6795.0,90.0,01566
ZCTA5 01568,147198.0,1980.0,7828.0,234.0,01568
ZCTA5 01569,124057.0,2378.0,14039.0,329.0,01569
ZCTA5 01570,70644.0,2368.0,17671.0,692.0,01570
ZCTA5 01571,87306.0,1384.0,11885.0,389.0,01571
ZCTA5 01581,133145.0,4872.0,21360.0,356.0,01581
ZCTA5 01583,97736.0,1260.0,7476.0,164.0,01583
ZCTA5 01585,69767.0,674.0,4841.0,186.0,01585
ZCTA5 01588,88487.0,1280.0,10468.0,318.0,01588
ZCTA5 01590,138750.0,1597.0,9268.0,124.0,01590
ZCTA5 01602,86128.0,4241.0,25869.0,859.0,01602
ZCTA5 01603,58797.0,2380.0,20678.0,1016.0,01603
ZCTA5 01604,68823.0,5764.0,40724.0,1111.0,01604
ZCTA5 01605,51360.0,3396.0,30590.0,1008.0,01605
ZCTA5 01606,82640.0,3595.0,22636.0,485.0,01606
ZCTA5 01607,63718.0,1375.0,8630.0,492.0,01607
ZCTA5 01608,41319.0,707.0,5080.0,194.0,01608
ZCTA5 01609,58246.0,2857.0,23256.0,915.0,01609
ZCTA5 01610,39570.0,1804.0,27033.0,1053.0,01610
ZCTA5 01611,113276.0,253.0,2188.0,67.0,01611
ZCTA5 01612,130787.0,897.0,5013.0,111.0,01612
ZCTA5 01701,124532.0,8309.0,32973.0,754.0,01701
ZCTA5 01702,76636.0,6183.0,38898.0,1284.0,01702
ZCTA5 01718,-666666666.0,156.0,737.0,0.0,01718
ZCTA5 01719,151207.0,1452.0,5462.0,181.0,01719
ZCTA5 01720,151339.0,5116.0,23081.0,687.0,01720
ZCTA5 01721,124311.0,4487.0,18634.0,426.0,01721
ZCTA5 01730,143424.0,3340.0,14408.0,567.0,01730
ZCTA5 01731,71250.0,162.0,1784.0,3.0,01731
ZCTA5 01740,191208.0,1372.0,5653.0,188.0,01740
ZCTA5 01741,247656.0,1145.0,5209.0,74.0,01741
ZCTA5 01742,183657.0,3564.0,18311.0,327.0,01742
ZCTA5 01745,162350.0,149.0,554.0,0.0,01745
ZCTA5 01746,149614.0,4001.0,14902.0,412.0,01746
ZCTA5 01747,120750.0,1166.0,6021.0,125.0,01747
ZCTA5 01748,191439.0,4408.0,18748.0,232.0,01748
ZCTA5 01749,103086.0,4018.0,19947.0,465.0,01749
ZCTA5 01752,94199.0,7011.0,41391.0,1301.0,01752
ZCTA5 01754,112524.0,2332.0,10671.0,271.0,01754
ZCTA5 01756,135909.0,1579.0,6238.0,33.0,01756
ZCTA5 01757,93100.0,4826.0,30411.0,996.0,01757
ZCTA5 01760,133623.0,8891.0,36274.0,655.0,01760
ZCTA5 01770,242688.0,1043.0,4404.0,159.0,01770
ZCTA5 01772,188000.0,2214.0,9867.0,196.0,01772
ZCTA5 01773,185288.0,1155.0,5216.0,80.0,01773
ZCTA5 01775,166833.0,1719.0,7111.0,142.0,01775
ZCTA5 01776,234427.0,4731.0,18926.0,456.0,01776
ZCTA5 01778,207721.0,3314.0,14070.0,219.0,01778
ZCTA5 01801,104780.0,8102.0,40992.0,1838.0,01801
ZCTA5 01803,134189.0,6484.0,26004.0,498.0,01803
ZCTA5 01810,162694.0,8643.0,35612.0,898.0,01810
ZCTA5 01821,138397.0,5741.0,30854.0,590.0,01821
ZCTA5 01824,137778.0,5858.0,26612.0,800.0,01824
ZCTA5 01826,102335.0,5587.0,32309.0,907.0,01826
ZCTA5 01827,193583.0,774.0,3359.0,120.0,01827
ZCTA5 01830,72195.0,3376.0,26885.0,1175.0,01830
ZCTA5 01832,78151.0,3370.0,25707.0,788.0,01832
ZCTA5 01833,148810.0,2007.0,8389.0,49.0,01833
ZCTA5 01834,131952.0,1273.0,6742.0,136.0,01834
ZCTA5 01835,102162.0,2367.0,14681.0,322.0,01835
ZCTA5 01840,30696.0,393.0,6977.0,408.0,01840
ZCTA5 01841,51574.0,3064.0,52738.0,2895.0,01841
ZCTA5 01843,72630.0,2300.0,28352.0,1472.0,01843
ZCTA5 01844,93739.0,7215.0,52780.0,1880.0,01844
ZCTA5 01845,131852.0,6830.0,31624.0,546.0,01845
ZCTA5 01850,66069.0,1094.0,16806.0,558.0,01850
ZCTA5 01851,79330.0,4046.0,32323.0,959.0,01851
ZCTA5 01852,76272.0,4742.0,36546.0,1146.0,01852
ZCTA5 01854,66645.0,3266.0,29062.0,920.0,01854
ZCTA5 01860,100321.0,1174.0,6717.0,92.0,01860
ZCTA5 01862,125159.0,2180.0,11126.0,354.0,01862
ZCTA5 01863,128682.0,1764.0,9570.0,220.0,01863
ZCTA5 01864,141442.0,3761.0,15529.0,467.0,01864
ZCTA5 01867,154505.0,6169.0,25443.0,378.0,01867
ZCTA5 01876,120891.0,6192.0,30817.0,892.0,01876
ZCTA5 01879,140901.0,2329.0,12385.0,338.0,01879
ZCTA5 01880,125707.0,6322.0,27026.0,620.0,01880
ZCTA5 01886,174424.0,5627.0,24524.0,550.0,01886
ZCTA5 01887,151034.0,4845.0,23191.0,594.0,01887
ZCTA5 01890,208531.0,4322.0,22809.0,397.0,01890
ZCTA5 01901,20699.0,219.0,1658.0,80.0,01901
ZCTA5 01902,59445.0,4297.0,51931.0,1958.0,01902
ZCTA5 01904,94809.0,2592.0,20078.0,595.0,01904
ZCTA5 01905,74792.0,2552.0,26986.0,394.0,01905
ZCTA5 01906,96064.0,3850.0,28566.0,538.0,01906
ZCTA5 01907,116161.0,3360.0,15208.0,464.0,01907
ZCTA5 01908,105867.0,890.0,3336.0,83.0,01908
ZCTA5 01913,91010.0,3401.0,17279.0,443.0,01913
ZCTA5 01915,98474.0,8865.0,41611.0,788.0,01915
ZCTA5 01921,203750.0,2304.0,8234.0,174.0,01921
ZCTA5 01922,197583.0,681.0,3827.0,34.0,01922
ZCTA5 01923,116636.0,6178.0,27734.0,812.0,01923
ZCTA5 01929,133026.0,854.0,3648.0,28.0,01929
ZCTA5 01930,84465.0,5363.0,29830.0,954.0,01930
ZCTA5 01937,-666666666.0,12.0,176.0,17.0,01937
ZCTA5 01938,123266.0,3243.0,13791.0,199.0,01938
ZCTA5 01940,157955.0,2764.0,13072.0,305.0,01940
ZCTA5 01944,209052.0,1796.0,5386.0,143.0,01944
ZCTA5 01945,163561.0,6036.0,20373.0,364.0,01945
ZCTA5 01949,168245.0,1970.0,9668.0,183.0,01949
ZCTA5 01950,127306.0,4908.0,18356.0,575.0,01950
ZCTA5 01951,163077.0,792.0,2896.0,55.0,01951
ZCTA5 01952,97237.0,2126.0,9182.0,352.0,01952
ZCTA5 01960,91032.0,9280.0,54057.0,1288.0,01960
ZCTA5 01965,241003.0,544.0,803.0,0.0,01965
ZCTA5 01966,95091.0,1664.0,6973.0,296.0,01966
ZCTA5 01969,135396.0,1248.0,6175.0,107.0,01969
ZCTA5 01970,79267.0,9195.0,44435.0,1350.0,01970
ZCTA5 01982,139250.0,1961.0,7612.0,41.0,01982
ZCTA5 01983,162734.0,1676.0,6532.0,155.0,01983
ZCTA5 01984,181982.0,1058.0,4933.0,70.0,01984
ZCTA5 01985,181125.0,1132.0,4521.0,98.0,01985
ZCTA5 02019,116152.0,2951.0,17025.0,732.0,02019
